Abu Dabili	N;ABL-PL	Abu Dabililerden
Abu Dabili	N;ABL(PL;PSS-2;PSS-PL	Abu Dabililerinizden
Abu Dabili	N;ABL(PL;PSS-3;PSS-SG	Abu Dabililerinden
Abu Dabili	N;ABL(SG;PSS-2;PSS-SG	Abu Dabilinden
Abu Dabili	N;ACC(PL;PSS-1;PSS-PL	Abu Dabililerimizi
Abu Dabili	N;ACC(PL;PSS-2;PSS-PL	Abu Dabililerinizi
Abu Dabili	N;ACC(PL;PSS-2;PSS-SG	Abu Dabililerini
Abu Dabili	N;ACC(PL;PSS-3;PSS-SG	Abu Dabililerini
Abu Dabili	N;ACC(SG;PSS-2;PSS-PL	Abu Dabilinizi
Abu Dabili	N;ACC(SG;PSS-2;PSS-SG	Abu Dabilini
Abu Dabili	N;DAT(PL;PSS-2;PSS-SG	Abu Dabililerine
Abu Dabili	N;GEN(PL;PSS-1;PSS-PL	Abu Dabililerimizin
Abu Dabili	N;GEN(PL;PSS-2;PSS-PL	Abu Dabililerinizin
Abu Dabili	N;GEN(PL;PSS-3;PSS-SG	Abu Dabililerinin
Abu Dabili	N;GEN(SG;PSS-2;PSS-PL	Abu Dabilinizin
Abu Dabili	N;LOC-PL	Abu Dabililerde
Abu Dabili	N;LOC(PL;PSS-3;PSS-SG	Abu Dabililerinde
Abu Dabili	N;LOC(SG;PSS-2;PSS-PL	Abu Dabilinizde
Abu Dabili	N;LOC(SG;PSS-2;PSS-SG	Abu Dabilinde
Abu Dabili	N;NOM(PL;PSS-2;PSS-PL	Abu Dabilileriniz
Abu Dabili	N;PL;IND;PST;NOM-2;NOM-PL	Abu Dabililerdiniz
Abu Dabili	N;PL;INFR;PST;NOM-2;NOM-SG	Abu Dabililermişsin
Abu Dabili	N;PL;PRS;NOM-3;NOM-PL	Abu Dabililerdir
Abu Dabili	N;PL;PRS;NOM-3;NOM-SG	Abu Dabililer
Abu Dabili	N;SG;IND;PST;NOM-2;NOM-SG	Abu Dabiliydin
Abu Dabili	N;SG;INFR;PST;NOM-1;NOM-SG	Abu Dabiliymişim
Abu Dabili	N;SG;INFR;PST;NOM-2;NOM-SG	Abu Dabiliymişsin
Abu Dabili	N;SG;PRS;NOM-2;NOM-PL	Abu Dabilisiniz
Belgratlı	N;ABL-PL	Belgratlılardan
Belgratlı	N;ABL(PL;PSS-2;PSS-PL	Belgratlılarınızdan
Belgratlı	N;ACC(PL;PSS-2;PSS-SG	Belgratlılarını
Belgratlı	N;ACC(PL;PSS-3;PSS-SG	Belgratlılarını
Belgratlı	N;ACC-SG	Belgratlıyı
Belgratlı	N;DAT(SG;PSS-2;PSS-SG	Belgratlına
Belgratlı	N;DAT(SG;PSS-3;PSS-SG	Belgratlısına
Belgratlı	N;GEN-PL	Belgratlıların
Belgratlı	N;GEN(PL;PSS-2;PSS-SG	Belgratlılarının
Belgratlı	N;GEN(PL;PSS-3;PSS-SG	Belgratlılarının
Belgratlı	N;GEN-SG	Belgratlının
Belgratlı	N;LOC-SG	Belgratlıda
Belgratlı	N;NOM(SG;PSS-2;PSS-SG	Belgratlın
Belgratlı	N;PL;IND;PST;NOM-2;NOM-PL	Belgratlılardınız
Belgratlı	N;PL;IND;PST;NOM-2;NOM-SG	Belgratlılardın
Belgratlı	N;PL;IND;PST;NOM-3;NOM-PL	Belgratlılardı
Belgratlı	N;PL;IND;PST;NOM-3;NOM-SG	Belgratlılardı
Belgratlı	N;PL;INFR;PST;NOM-2;NOM-PL	Belgratlılarmışsınız
Belgratlı	N;PL;PRS;NOM-1;NOM-SG	Belgratlılarım
Belgratlı	N;PL;PRS;NOM-2;NOM-PL	Belgratlılarsınız
Belgratlı	N;PL;PRS;NOM-2;NOM-SG	Belgratlılarsın
Belgratlı	N;PL;PRS;NOM-3;NOM-PL	Belgratlılardır
Belgratlı	N;PL;PRS;NOM-3;NOM-SG	Belgratlılar
Belgratlı	N;SG;IND;PST;NOM-1;NOM-SG	Belgratlıydım
Belgratlı	N;SG;IND;PST;NOM-3;NOM-PL	Belgratlıydılar
Belgratlı	N;SG;IND;PST;NOM-3;NOM-SG	Belgratlıydı
Belgratlı	N;SG;INFR;PST;NOM-1;NOM-SG	Belgratlıymışım
Belgratlı	N;SG;INFR;PST;NOM-2;NOM-SG	Belgratlıymışsın
Trabzon hurması	N;ABL-PL	Trabzon hurmalarından
Trabzon hurması	N;ABL-SG	Trabzon hurmasından
Trabzon hurması	N;ACC-PL	Trabzon hurmalarını
Trabzon hurması	N;ACC-SG	Trabzon hurmasını
Trabzon hurması	N;DAT-PL	Trabzon hurmalarına
Trabzon hurması	N;DAT-SG	Trabzon hurmasına
Trabzon hurması	N;GEN-PL	Trabzon hurmalarının
Trabzon hurması	N;GEN-SG	Trabzon hurmasının
Trabzon hurması	N;LOC-PL	Trabzon hurmalarında
Trabzon hurması	N;LOC-SG	Trabzon hurmasında
Trabzon hurması	N;NOM-PL	Trabzon hurmaları
Trabzon hurması	N;NOM-SG	Trabzon hurması
Yönetim Kurulu Başkanı	N;ABL-PL	Yönetim Kurulu Başkanları'ndan
Yönetim Kurulu Başkanı	N;ABL-SG	Yönetim Kurulu Başkanı'ndan
Yönetim Kurulu Başkanı	N;ACC-PL	Yönetim Kurulu Başkanları'nı
Yönetim Kurulu Başkanı	N;ACC-SG	Yönetim Kurulu Başkanı'nı
